O,C,E,A,N,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They,type_by_token_ratio,f_measure,i_measure,interjection_count,wrong_word_count,words_per_sentence,count_6,count_7,count_8,count_9,tentativity,number_past_tense,number_present_tense,number_punctuations,vocabulary_richness,positive_score,positive_words,negative_words,functional_words
mid,mid,high,mid,mid,0.07386759581881533,0.4592334494773519,0.02857142857142857,0.10940766550522649,0.0020905923344947735,0.005574912891986063,0.0013937282229965157,0.0,0.0,0.004181184668989547,0.0,0.0,0.030662020905923345,0.12195121951219512,0.08989547038327526,0.041811846689895474,0.029965156794425088,0.012543554006968641,0.005574912891986063,0.0,0.0006968641114982578,0.004878048780487805,0.02857142857142857,0.011149825783972125,0.12682926829268293,0.04878048780487805,0.004181184668989547,0.0,0.0578397212543554,0.018118466898954706,0.023693379790940768,0.004878048780487805,0.027874564459930314,0.0,0.08850174216027874,0.0020905923344947735,0.0,0.0,0.08222996515679443,0.009059233449477353,0.0,0.0,0.025087108013937282,0.021602787456445994,0.04250871080139373,0.04529616724738676,0.09198606271777003,0.0,0.0,0.0,0.004181184668989547,0.011149825783972125,0.004181184668989547,0.0013937282229965157,0.0,0.017421602787456445,0.014634146341463415,0.0006968641114982578,0.0,0.046689895470383276,0.006968641114982578,0.0006968641114982578,0.027177700348432057,0.011846689895470384,0.3735191637630662,246.0,7800,0.0,0.05435540069686411,41.0,0.23554006968641114,0.16376306620209058,0.09895470383275261,0.04111498257839721,0.016724738675958188,0.0397212543554007,0.025087108013937282,2.3714285714285714,8.894069737846781,6471.840000000137,33,12,693
mid,mid,high,mid,mid,0.07706093189964158,0.44086021505376344,0.010752688172043012,0.1442652329749104,0.0,0.0017921146953405018,0.0,0.008960573476702509,0.0008960573476702509,0.005376344086021506,0.0017921146953405018,0.004480286738351254,0.017921146953405017,0.12186379928315412,0.08154121863799284,0.05824372759856631,0.015232974910394265,0.008960573476702509,0.007168458781362007,0.0,0.0017921146953405018,0.035842293906810034,0.008064516129032258,0.015232974910394265,0.11379928315412187,0.0008960573476702509,0.012544802867383513,0.0008960573476702509,0.08960573476702509,0.00985663082437276,0.017921146953405017,0.011648745519713262,0.025985663082437275,0.0008960573476702509,0.08154121863799284,0.023297491039426525,0.0,0.0,0.06362007168458782,0.008960573476702509,0.002688172043010753,0.0,0.06272401433691756,0.034050179211469536,0.034050179211469536,0.03942652329749104,0.07616487455197132,0.0,0.002688172043010753,0.0,0.008960573476702509,0.007168458781362007,0.002688172043010753,0.0017921146953405018,0.0008960573476702509,0.01881720430107527,0.011648745519713262,0.0017921146953405018,0.0062724014336917565,0.036738351254480286,0.0,0.007168458781362007,0.008064516129032258,0.017025089605734768,0.4229390681003584,255.5,2300,0.0,0.02060931899641577,29.36842105263158,0.3593189964157706,0.2625448028673835,0.17652329749103943,0.09767025089605735,0.007168458781362007,0.06182795698924731,0.016129032258064516,1.6578947368421053,12.968581165322917,5104.080000000038,23,25,510
mid,mid,high,mid,mid,0.0709812108559499,0.49478079331941544,0.054279749478079335,0.17118997912317327,0.006263048016701462,0.0020876826722338203,0.0020876826722338203,0.0,0.0,0.008350730688935281,0.0,0.0,0.03966597077244259,0.11899791231732777,0.07306889352818371,0.031315240083507306,0.037578288100208766,0.0020876826722338203,0.025052192066805846,0.0041753653444676405,0.0,0.008350730688935281,0.054279749478079335,0.008350730688935281,0.13778705636743216,0.0020876826722338203,0.0041753653444676405,0.0,0.07515657620041753,0.014613778705636743,0.033402922755741124,0.010438413361169102,0.04384133611691023,0.0,0.12108559498956159,0.010438413361169102,0.0,0.0,0.0709812108559499,0.014613778705636743,0.0,0.0,0.05219206680584551,0.027139874739039668,0.0709812108559499,0.05219206680584551,0.09603340292275574,0.0,0.0,0.0,0.0020876826722338203,0.018789144050104383,0.0,0.010438413361169102,0.0020876826722338203,0.022964509394572025,0.008350730688935281,0.0,0.0,0.04384133611691023,0.006263048016701462,0.0,0.027139874739039668,0.010438413361169102,0.48434237995824636,99.5,1900,0.0,0.03966597077244259,68.42857142857143,0.24008350730688935,0.1649269311064718,0.11899791231732777,0.06680584551148225,0.0041753653444676405,0.05219206680584551,0.014613778705636743,3.5714285714285716,15.905345211581292,2274.039999999983,20,11,256
mid,mid,high,mid,mid,0.08977556109725686,0.47381546134663344,0.034912718204488775,0.10224438902743142,0.0,0.0,0.0,0.0,0.0,0.0199501246882793,0.0,0.0,0.032418952618453865,0.12718204488778054,0.08977556109725686,0.05486284289276808,0.029925187032418952,0.017456359102244388,0.0024937655860349127,0.0,0.0,0.014962593516209476,0.034912718204488775,0.004987531172069825,0.12718204488778054,0.04239401496259352,0.004987531172069825,0.0,0.07231920199501247,0.007481296758104738,0.022443890274314215,0.0,0.014962593516209476,0.0,0.10972568578553615,0.0,0.0,0.0,0.0798004987531172,0.012468827930174564,0.0,0.0,0.022443890274314215,0.014962593516209476,0.03740648379052369,0.0399002493765586,0.10224438902743142,0.0,0.0,0.0,0.004987531172069825,0.017456359102244388,0.0,0.007481296758104738,0.0,0.022443890274314215,0.012468827930174564,0.0,0.0,0.06234413965087282,0.012468827930174564,0.0,0.03740648379052369,0.012468827930174564,0.48129675810473815,108.0,3000,0.0,0.07481296758104738,44.55555555555556,0.2593516209476309,0.20698254364089774,0.13466334164588528,0.04488778054862843,0.007481296758104738,0.034912718204488775,0.02493765586034913,3.2222222222222223,9.994922016684802,1812.5599999999874,23,2,202
mid,mid,high,mid,mid,0.08269525267993874,0.38437978560490044,0.007656967840735069,0.06891271056661562,0.0,0.004594180704441042,0.0,0.004594180704441042,0.0030627871362940277,0.0015313935681470138,0.0,0.0,0.019908116385911178,0.1562021439509954,0.12710566615620214,0.10566615620214395,0.018376722817764167,0.0030627871362940277,0.0030627871362940277,0.0,0.0,0.004594180704441042,0.0030627871362940277,0.033690658499234305,0.0781010719754977,0.0,0.015313935681470138,0.0,0.027565084226646247,0.004594180704441042,0.009188361408882083,0.016845329249617153,0.02450229709035222,0.0015313935681470138,0.03215926493108729,0.0030627871362940277,0.0015313935681470138,0.0,0.055130168453292494,0.0015313935681470138,0.0015313935681470138,0.0015313935681470138,0.018376722817764167,0.016845329249617153,0.033690658499234305,0.018376722817764167,0.026033690658499236,0.0,0.0,0.0,0.013782542113323124,0.0015313935681470138,0.004594180704441042,0.0030627871362940277,0.0015313935681470138,0.007656967840735069,0.0030627871362940277,0.0,0.007656967840735069,0.007656967840735069,0.0,0.0,0.0030627871362940277,0.0015313935681470138,0.6186830015313936,227.0,2700,0.0,0.04134762633996937,43.53333333333333,0.33537519142419603,0.225114854517611,0.1439509954058193,0.08575803981623277,0.006125574272588055,0.04900459418070444,0.010719754977029096,2.6666666666666665,27.036134957077262,2468.6399999999812,7,5,257
mid,mid,high,mid,mid,0.06291390728476821,0.423841059602649,0.019867549668874173,0.10927152317880795,0.006622516556291391,0.013245033112582781,0.009933774834437087,0.009933774834437087,0.0,0.023178807947019868,0.009933774834437087,0.0,0.016556291390728478,0.11258278145695365,0.13245033112582782,0.04966887417218543,0.0728476821192053,0.009933774834437087,0.009933774834437087,0.0033112582781456954,0.0,0.0,0.006622516556291391,0.0,0.11258278145695365,0.0033112582781456954,0.0033112582781456954,0.0,0.023178807947019868,0.0033112582781456954,0.029801324503311258,0.0,0.04304635761589404,0.0,0.08609271523178808,0.0,0.0,0.0,0.09271523178807947,0.016556291390728478,0.0,0.0,0.023178807947019868,0.009933774834437087,0.0695364238410596,0.026490066225165563,0.04966887417218543,0.0,0.0,0.0,0.0,0.013245033112582781,0.0,0.0,0.0033112582781456954,0.016556291390728478,0.016556291390728478,0.0,0.0,0.023178807947019868,0.0,0.0,0.006622516556291391,0.016556291390728478,0.4867549668874172,81.5,100,0.0,0.0033112582781456954,18.875,0.32450331125827814,0.25496688741721857,0.1357615894039735,0.09271523178807947,0.013245033112582781,0.03642384105960265,0.013245033112582781,1.875,10.112101910828025,1278.7999999999927,5,7,142
mid,mid,high,mid,mid,0.06601466992665037,0.45965770171149145,0.02689486552567237,0.15403422982885084,0.004889975550122249,0.0,0.0,0.0024449877750611247,0.0,0.012224938875305624,0.0024449877750611247,0.0024449877750611247,0.019559902200488997,0.11491442542787286,0.09290953545232274,0.029339853300733496,0.05378973105134474,0.019559902200488997,0.017114914425427872,0.0,0.0,0.014669926650366748,0.02689486552567237,0.0,0.13691931540342298,0.0,0.017114914425427872,0.0,0.07579462102689487,0.007334963325183374,0.017114914425427872,0.004889975550122249,0.034229828850855744,0.0,0.1100244498777506,0.0,0.0,0.0,0.07579462102689487,0.007334963325183374,0.0,0.0,0.02689486552567237,0.044009779951100246,0.07090464547677261,0.04156479217603912,0.08801955990220049,0.0,0.012224938875305624,0.0,0.004889975550122249,0.014669926650366748,0.012224938875305624,0.004889975550122249,0.0,0.03667481662591687,0.017114914425427872,0.0,0.0,0.04645476772616137,0.0,0.0,0.044009779951100246,0.0024449877750611247,0.5550122249388753,98.0,300,0.0,0.007334963325183374,20.45,0.2665036674816626,0.18092909535452323,0.12469437652811736,0.07334963325183375,0.004889975550122249,0.044009779951100246,0.03667481662591687,1.35,19.201882352941176,1968.239999999986,21,0,208
mid,mid,high,mid,mid,0.0506155950752394,0.466484268125855,0.046511627906976744,0.16279069767441862,0.005471956224350205,0.008207934336525308,0.0013679890560875513,0.019151846785225718,0.015047879616963064,0.013679890560875513,0.004103967168262654,0.0,0.028727770177838577,0.13132694938440492,0.1094391244870041,0.0506155950752394,0.049247606019151846,0.028727770177838577,0.016415868673050615,0.0,0.0013679890560875513,0.017783857729138167,0.036935704514363885,0.004103967168262654,0.11491108071135431,0.004103967168262654,0.012311901504787962,0.0,0.060191518467852256,0.009575923392612859,0.008207934336525308,0.005471956224350205,0.049247606019151846,0.005471956224350205,0.08207934336525308,0.0013679890560875513,0.004103967168262654,0.0,0.06839945280437756,0.017783857729138167,0.0,0.0,0.046511627906976744,0.03556771545827633,0.06703146374829001,0.04103967168262654,0.09028727770177838,0.0013679890560875513,0.005471956224350205,0.0,0.0027359781121751026,0.017783857729138167,0.004103967168262654,0.004103967168262654,0.004103967168262654,0.03419972640218878,0.019151846785225718,0.0027359781121751026,0.0,0.049247606019151846,0.0027359781121751026,0.0013679890560875513,0.04514363885088919,0.0,0.5198358413132695,136.0,200,0.0,0.0027359781121751026,18.743589743589745,0.2640218878248974,0.17236662106703146,0.11901504787961696,0.06976744186046512,0.009575923392612859,0.04240766073871409,0.02188782489740082,2.0,22.25803252677509,3575.0799999999704,33,13,363
mid,mid,high,mid,mid,0.050808314087759814,0.5196304849884527,0.02771362586605081,0.13394919168591224,0.0,0.004618937644341801,0.0023094688221709007,0.0,0.0,0.009237875288683603,0.0,0.0,0.03926096997690531,0.12471131639722864,0.10854503464203233,0.057736720554272515,0.03002309468822171,0.006928406466512702,0.013856812933025405,0.0,0.0023094688221709007,0.009237875288683603,0.023094688221709007,0.018475750577367205,0.16859122401847576,0.0,0.009237875288683603,0.0,0.07852193995381063,0.023094688221709007,0.013856812933025405,0.004618937644341801,0.013856812933025405,0.0,0.11547344110854503,0.006928406466512702,0.0,0.0,0.11547344110854503,0.013856812933025405,0.0,0.0,0.020785219399538105,0.057736720554272515,0.053117782909930716,0.06004618937644342,0.10854503464203233,0.0023094688221709007,0.006928406466512702,0.0,0.0,0.025404157043879907,0.0023094688221709007,0.0023094688221709007,0.0023094688221709007,0.046189376443418015,0.025404157043879907,0.004618937644341801,0.0023094688221709007,0.04849884526558892,0.009237875288683603,0.0,0.03233256351039261,0.006928406466512702,0.5173210161662818,89.0,2900,0.0,0.06697459584295612,72.16666666666667,0.2586605080831409,0.17551963048498845,0.12933025404157045,0.08775981524249422,0.009237875288683603,0.06004618937644342,0.018475750577367205,4.5,18.752366716492276,1907.0799999999865,13,4,234
mid,mid,high,mid,mid,0.09379509379509379,0.575036075036075,0.01948051948051948,0.17027417027417027,0.001443001443001443,0.007215007215007215,0.002886002886002886,0.007936507936507936,0.004329004329004329,0.008658008658008658,0.001443001443001443,0.0,0.045454545454545456,0.13347763347763347,0.14213564213564214,0.06493506493506493,0.051226551226551224,0.0036075036075036075,0.007215007215007215,0.0,0.0,0.01443001443001443,0.012265512265512266,0.08152958152958154,0.1341991341991342,0.0,0.03318903318903319,0.0,0.08874458874458875,0.026695526695526696,0.012265512265512266,0.007936507936507936,0.08585858585858586,0.008658008658008658,0.04184704184704185,0.01443001443001443,0.0,0.0,0.08441558441558442,0.01875901875901876,0.0021645021645021645,0.0021645021645021645,0.024531024531024532,0.021645021645021644,0.06349206349206349,0.046176046176046176,0.1240981240981241,0.0,0.006493506493506494,0.007215007215007215,0.01443001443001443,0.013708513708513708,0.007936507936507936,0.005772005772005772,0.010822510822510822,0.021645021645021644,0.0036075036075036075,0.0,0.010822510822510822,0.07792207792207792,0.025974025974025976,0.03535353535353535,0.0007215007215007215,0.008658008658008658,0.34559884559884557,162.5,3300,0.0,0.023809523809523808,69.3,0.19985569985569984,0.113997113997114,0.06565656565656566,0.031746031746031744,0.0036075036075036075,0.10606060606060606,0.01948051948051948,2.6,7.321784714831895,7100.120000000182,19,34,748
