username,text,O,C,E,A,N
Sanidhya-Gupta,"TL.DR.This is going to be a long one, And this answer contains what my friends and i have learnt from many years of online shopping.It also talks about some tools which can help you make a decision.This answer manly covers online shopping in India But some general methods can be used all over the world.1. Never Fall for OffersNever Believe what a website has for display as offers that will end soon. Most of the times that product was being sold for the same price for over a month.Here is one such example.We will go with these 4 product that snapdeal was selling in its Super Saver Sundays Clearance saleAnd here are the Price variations of these products over the period of 3-5 months.Borosil Set Of 2 Mixing Bowl With Plastic LidAs you can see there is no special change in the prices of products they put of in the so called sales. And all E-commerce websites are the same be it Flipkart (company), Amazon or snapdeal.So check the normal prices of the products before buying them in an offer.Note - For how i got the Price Charts read further.2. Don't fall for the amount of discount offered. You could be tempted to buy these products seeing the High Discount being offered. Don't be since Most of the times MRP's of product are set optimistically by the people selling them. And the actual worth of the product could be way less.So don't look at the discount they are showing you.The actual Discount is Market Price - Selling Price = DiscountNote - mostly Market price is very less than the MRP.3. Dont Be loyal to a WebsiteAlways search as many e-commerce websites as possible for the same product, and buy from the site which the cheapest since a brand new WD Hard Disk from amazon will be similar to a brand new Hard Disk from FlipkartYou won't get anything for being loyalNote - There are some tools which can help you find the best price faster which are discussed below.4. Don't Randomly Browse for productsNever Randomly browse for products that may interest you, More often than not you will end up buying useless stuff.Always have a target product and range in mind e.g. I wanna buy headphones in the range 1k-3kIf you have a well set goal then it might save you some Bucks.5. Check the past price trendAlways check what has been the past price trend of the product you are about to buy. You might be buying it on the worst possible price and maybe waiting for a week or 2 could get you a better deal.Here is the price chart for Sennheiser HD 800 Wired HeadphonesYup that is a variation of INR 30,000 for a headphones. now imagine buying these headphones in the 2-3 days the price went up? so basically waiting 2-3 days could save you 10-15KNote - How i got the price chart is discussed below.6. Always Read reviewsBuying a bad Product for cheap is worse than buying a great product for a little more. And if people don't like a product they will definitely put a bad review. Reading reviews could save you from buying new stuff again and again.7. Use  PayUMoneyIts a payment Gateway and they give flat off on your final bill on major websites.Eg. they give Flat 5% off on the final bill on Snapdeal,Ibibo,dominos etc.You can register here PayUMoney 8. Use CashBack sitesWhenever you purchase a product always use a cash-back site like CashKaro.com How do they work?STEP 1) Browse their site and choose from 100s of retailers and exclusive offers.STEP 2) Click through to your favourite retailers and shop as usual.STEP 3) The retailer pays them commission for your purchase and they add this as cashback to your earnings. STEP 4) Confirmed Cashback is paid to your Bank Account as real cashYou have to pay the same amount you would on the actual E-commerce site(since the actual billing is done on the E-commerce website you are buying from).CashKaro.com is able to give you cashback because the E-commerce giants pays CashKaro.com for bringing traffic to their website. Sometimes you can save upto 15% by using CashKaro.com.You can sign up here CashKaro.com.There are other CashBack sites too, And you should choose the giving the highest Cashback. Here are a few listed belowwww.pennyful.inTopCashBack.9. Check local Stores tooSome-times local stores sell the same product for cheaper prices. And will get a chance to go and have some fun too.Some Tools that you can use to help in Online shopping.For the people Looking for How to get graphs Read from here Buyhatke's chrome extension can be a real money saver.This extension shows the graph of past prices of Products on all major websites.This is how a web page of an E-commerce website looks after installing the extension Look how it conveniently shows the past prices of a product to help you make a decision on whether to buy it or not.The extension also lets you add this its Watch Price list and it will tell you when the price does down I added a sample product to my watch list  and it shows me what change has occurred in the price since i added it.It also shows you the price of the Product you are looking at on other websites tooThis Extension has saved me and my friends a lot of money.Look for one time signing up OffersIndia is currently a battle field in the e-commerce world and every one is battling out with other to take a bigger market share. To win this War they sometimes shell out stupid 1 time offers that you shouldn't miss.Since it is difficult to find these offers I will list some that i know of(Most of these offers don't require you buy anything or spend anything, but do use these offers now, since they keep changing)Amazon is giving Rs 100 gift card for each new account which signs up using this link Amazon Sign In. Since People started misusing it, Now you are required to buy something worth 300 to get the giftcard, but if were already buying something this giftcard is free. Install Snapdeal app using this link Page on snapdeal.com ( open it with your mobile) or simply go the respictive app store and simply install it.Then use the invite code ""cGe4927583"" and they will give you a free Rs 50 Gift Card without buying anything, you can use it on your next purchase from SD.Goibibo.com are giving Rs 1000 free credit on each new account registered on app using the invite code ""2CD8710"". The credits can be used to book flights, hotels, buses etc. Uber is Giving Rs 250 worth of free ride for every account made.Just go make an account on Uber and use the promo code ""uberbonus250"". And voila you have Rs 300 worth of credits for your free rides.It will ask for a credit card, if you don't have one you can still loot. Just download and install the uber app from the app store, enable your phone location.Then register and use the promocode ""uberbonus250"" and when they ask for payment just choose paytm wallet its free and they will make an account for you but just clicking that button(this will only work for indians and phones which are currently located in india that is why you need to switch on you location). But you need to have atleast Rs 200 in your paytm account to take a ride, worry not just add Rs 200 to your paytm account and take a ride, just make sure the ride fare doesn't go above 600 and uber will first deduct money from your uber credits leaving your paytm money alone. After your ride just go to Paytm Home and use the Rs 200 you added to your account to take a recharge and so you will get back your Rs 200. :)Ola Cabs (company) is giving Rs 100 worth of free rides per new account.You can Exploit this by installing the OLA app and using the promocode ""CWE56N"" no need to do do anything else just go to the app or call a ride and you can take free rides worth Rs 100. :)Mobile Recharge is a new app that gives recharges in exchange for installing apps - I have taken more than Rs400 worth of recharge from here.You can Download the app from play store from hereAndroid Apps on Google PlayHappy Shopping :)",mid,mid,high,mid,mid
Sanidhya-Gupta,"Ever heard about majority illusion? It says social behaviors are often contagious, spreading through a population as individuals imitate the decisions and choices of others. I.e. sometimes statistics of polls saying what they think will be the outcome is biased by their social circle irrespective of their opinion.Here is an example to prove that. The following chart represents a network of the entire population of a fictional and very small town. Each circle represents a person. Two people who know each other are connected by a line. People who are not connected by a line have never met.The day’s Poll: whether baseball caps are fashionable. Each circle is colored to indicate that person’s stance on the issue. Blue circles think they are fashionable. Orange circles think they are not. (On this issue, everyone has an opinion.)The town will be voting on whether to officially consider baseball caps fashionable. A polling firm recently asked whether each person thought baseball caps would get a majority of support.Assume each person based their vote solely on how the people they know would vote (excluding his or her own view).Did the polling firm's result be? Do people think it will get a majority or not?Think for a while and try to get to an answerDid you say it will not get a majority Actually, that’s incorrect. Based solely on their friend networks, most people think the measure would pass.Taken at face value, the result seems odd. Only three people think baseball caps are fashionable. But, as shown in these charts, most people think almost everyone else is for baseball caps.The first chart cycles through what the network looks like to each person. Remember, each person only knows about part of the network.The second chart lays out each of these individual views. As you can see, most people think baseball caps are not fashionable (represented by orange circles). But most have a majority of friends who are for baseball caps (blue circles).The majority think they’re in the minority. Or, “the few shaping the opinions of the many,” as network researcher Kristina Lerman described it.Lerman([1506.03022] The Majority Illusion in Social Networks) calls this the “majority illusion.” It’s our flawed perception of some networks that relies a logical proverb: We just don’t know what we don’t know.And in some networks, the information we do have, our sliver of local knowledge, can lead us to the false conclusion.Whether this fictional town endorses baseball caps is rather innocuous. But paradoxes like the majority illusion apply concretely to our world, from the way we fight drug epidemics to how quickly public opinion sometimes flip flops. Understanding the theory behind them gives essential insight into why people form the opinions and make the decisions that they do.In the example above, the people who think baseball caps are fashionable tended to know more people. Networks with this property – those with a correlation between popularity and a specific opinion – are susceptible to the majority illusion, according to Lerman’s research.Earlier research(Page on arxiv.org) into a similar paradox has repeatedly shown statements that seem to contradict themselves are mathematically true: Most of your friends on average have more friends than you, tweet more frequently than you and even drink more alcohol than you.This quirk is caused by a diverse network with ultra-popular hubs. The @justinbieber’s of the world skew the results for the rest of us. (Math nerds: Lerman’s research group has shown(Page on arxiv.org) this holds in some networks even when taking medians, not means.) This conundrum, called the “friendship paradox,” is closely related to the majority illusion.This illusion may have been behind the swift change in public opinion on the issue of same-sex marriageRepublican pollster Glen Bolger told The Fix’s Chris Cillizza in June he thought the opinion change happened at the interpersonal level.“I think the shift is because as more and more gays came out of the closet, people realized they know gays personally, and that makes a huge difference in attitudes,” Bolger said.This personal persuasion effect is well-known. But Lerman’s research pushes it further, examining how different configurations of networks can catalyze such a change of opinion.A person with a large audience spreads his or her opinions much more widely than the average person does. By definition, he or she has many more connections, which means more people are on the receiving end of the opinion. This gives a celebrity’s opinion outsize influence, affecting the local perspectives of many.If same-sex marriage proponents tend to be more popular in a network, then, by the same logic, their opinion would seem more prevalent than it actually isSince people base their decisions on the behaviors of others, as Lerman’s research notes, this can cause mass changes in opinion over time.Polling is an effective antidote to the majority illusion. If people have an accurate sense of where an entire population stands on an issue, the influence of a biased local network is lessened. One may not personally know any Republicans who would vote for Donald Trump, for instance, but polling shows many would.But not all issues have as much polling as presidential races – or any polling at all. And without that global knowledge, the majority illusion can be a factor.Lerman suspects the majority illusion and related paradoxes were factors in the same-sex marriage opinion shift, noting the change was likely well underway before pollsters started providing global knowledge.[What’s across the ocean from you when you’re at the beach, in 7 fascinating maps]The applications of these discoveries are subject only to imagination. Lerman floated these ideas as potential research areas:Fighting HIV in Africa: Instead of vaccinating a random group of people, vaccinate their friends. The “friendship paradox” states their friends will most likely have more friends and are therefore more center to the overall network.The role of mass media: Lerman thinks the Arab Spring movement gained traction at least partially because mass media, by definition, is a “hub” in many networks. By covering demonstrations, the many people connected to media organizations saw others demonstrating and joined in themselves.Alcohol abuse on college campuses: Since the “friendship paradox” holds that on average your friends drink more than you do, raising awareness of this quirk could give understanding to those who feel pressured to increase their own drinking.SourcesPage on arxiv.orgPage on arxiv.org[1506.03022] The Majority Illusion in Social NetworksA quick puzzle to tell whether you know what people are thinking",mid,mid,high,mid,mid
Sanidhya-Gupta,"Mood Indigo, IIT Bombay, popularly known as MoodI or MI, is the annual cultural festival of the Indian Institute of Technology, Bombay (IITB). It is a four-day long event held towards the end of December every year. Its last edition witnessed a footfall of more than 88,000 students from more than 700 colleges from across the country. Started in 1971 by a bunch of enthusiastic IITians, Mood Indigo,[2] now in its 43rd edition, has snowballed to become the largest festival of its kind in AsiaHere are some questions whose answers may interest youWhat are some interesting behind-the-scenes stories about Mood Indigo?Why is Mood Indigo of IIT Mumbai a popular cultural festival in India?What are some of the best images of cultural festivals of IITs like Mood Indigo and Rendezvous?Techfest, IIT Bombay is the annual science and technology festival of Indian Institute of Technology, Bombay (IITB) It also refers to the independent body of students who organize this event along with many other social initiatives and outreach programs round the year. Started in 1998 with the aim of providing a platform for the Indian student community to develop and showcase their technical prowess, it has now grown into the largest college technical festival in all of Asia. It is among the very few student organisations to have received patronage from UNESCO for promotion of technical know-how as well as taking up social causes through ideate competitions and other initiatives over the years.The activities culminate in a grand three day festival event in the month of January within the campus of Indian Institute of Technology Bombay which attracts over 100,000 from all over India and even abroad, including students, academia, corporates and the general public (30,000 from India)P.S. my point of view is restricted to IITB :(",mid,mid,high,mid,mid
Sanidhya-Gupta,"Direct Connect(DC) allows you to share files over the Lan/network without restrictions or limits. The client is completely free of advertisements and has a nice, easy to use interface. Firewall and router support is integrated and it is easy and convenient to use functionality like multi-hub connections, auto-connections and resuming of downloads.Some features that make the students of IIT's use dcIn none of the IIT's that i have ever been to has torrent enabled on its network or they need some other medium to get their movies,soaps and stuff they need do quench their never decreasing thrust ;)Shares large files,Got a large file and dont have a pen-drive or a hard-disc no worries DC++ is here to helpIts so much better than torrents for a closed network community like IIT, as in torrents you need to have a separate search directory like pirate bay,kickasstorents etc to keep a list of all torrents and in a changing community(people come and do every time) like IIT its almost impossible to do so. Here DC comes to help since you simple search the file name you want directly from the software then it goes looking for that file in the shared folders of every person connected. if there is a match you start downloading :)Auto- share function helps keep it simple since when you get a new file you dont need to go and make a torrent and share the torrent file with everyone, DC simply can autoshare the file all you need to is have the file in your shared folderWorks with duplicate names too, in torrents if 2 people share the same file with different names you will have to chose 1 and hence you will lose out on seed(places to download) hence reducing your speed, but DC uses something known as TTH so a same file will have the same TTH irrespective of its name. This way you get to download from loads of people at ones thus higher speeds :)It even has a chat of its own, i know for sure IIT kharagpur uses the DC chat alot, considering its so isolated from any decent human civilization :P, so its a good time-pass for themDC tends to utilize all the network speed, which is good because this way you get awesome speeds since all computers are interconnected via the awesome network so the speed is not limited by the internet speedHas it ever happened to that you are downloading a file and it stops at 99% and the download fails? this is eliminated in DC, so better downloads :)I might add more if i remember them And DC++ is just a client which uses DC protocol and there are many more like it namely strong DC++, apex DC++ etc :)here is some info about it Direct Connect (protocol)",mid,mid,high,mid,mid
Sanidhya-Gupta,"Product pricing analyticsDo you wonder if it is the right time to buy a product? or is it the best price i am getting? Now you get the graphs for price trends of products on the product page itself, helping you decide whether this is the right time to buy the product or not.Still don't know if it's the best price i will get on the internet?No worries now you can view the best price on the internet on the product page of any website. (Note this price comparison is not for the same product for which the graph i shown)The price is too high?set a price alert to know when the price goes down.Wondering how?using Buyhatke's Extension which seamlessly integrate with your browser so you don't have to look for other places for such information.CashBack sitesGetting the best price for the product but still want an extra discount over everything the site is giving you?Use cash back sites like CashKaro.com which give you extra cashbacks on your purchasesHow do they work?STEP 1) Select a product you would like to buySTEP 2) Go to CashKaro and visit the retailer site using links on the cashback site.STEP 3) Buy your product like you would normally do.(remember to buy the product by clicking from the cashback site)STEP 4) The retailer pays them commission for your purchase and they add this as cashback to your earnings. STEP 5) Confirmed Cashback is paid to your Bank Account as real cashYou have to pay the same amount you would on the actual E-commerce site(since the actual billing is done on the E-commerce website you are buying from).CashKaro.com is able to give you cashback because the E-commerce giants pays CashKaro.com for bringing traffic to their website. Sometimes you can save upto 15% by using CashKaro.com.You can sign up here CashKaro.com.There are other CashBack sites too, And you should choose the giving the highest Cashback. Here are a few listed belowwww.pennyful.inTopCashBack.P.S. It is better to disable the Buyhatke extension just before using the cashback sites since it helps with better tracking of you cashbacks and I have saved over Rs 5000 over the past 6 months using cashback site(i even order for my friends who don't know already know about this to earn their cashback too :P)",mid,mid,high,mid,mid
Sanidhya-Gupta,"The Davis Monthan Air Force Base in Tucson, Ariz., is where U.S. military planes go to die. Dubbed ""the boneyard,"" this 2,600-acre cemetery of steel at coordinates 32 08'59.96"" N, 110 50'09.03""W is closed to the general public, but Google Earth provides a high-resolution glimpse of what's inside: virtually every plane the military has flown since World War II — from the B-52 StratoFortress to the F-14 Tomcat — in various stages of decay. A bit of trivia: The boneyard at Davis Monthan was used as the backdrop in the music video for ""Learning to Fly"" by rock music legend Tom Petty and the Heartbreakers. The band was shown performing amongst various aircraft hulks.Stitching together satellite pix and aero pics of cities can result in situations like this where the different aerial vantage points result in buildings’ pictures being taken at different angles. Once stitched together, the taller buildings at the edges of each of the pictures appear to be leaning toward or away from one another at pronounced angles. This is known as Google Escher Effect.Think parking is tough where you live? In Westenbergstraat, Netherlands, drivers apparently have to park on the sides of walls.The 26-year-old recognised the image of the Devil as he trawled the map site looking for Pagan holiday destinations. The horned beast Lucifer can be seen clearly in satellite pictures of woodland near America’s deeply religious city of Atlanta, Georgia.The 130,000 square yard islet of Galesnjak came to prominence after its unusual shape was highlighted on Google Earth.Even the owner of the uninhabited island - now known as Lovers' Island - didn't realise how perfectly heart-shaped the island off the Croatian coast was until he was swamped with requests from couples to stay there.Man-Shaped Lake in BrazilGiant Gulliver from Google Earth, Hunters Hall Park, Craigmillar, Scotland.The terrain in Alberta, Canada accidentally forms what looks like a human face when viewed from the air or when viewing the satellite pic in Google Maps.The Osmington White Horse, outside Sutton Poyntz, UK. This prehistoric figure is carved into the white chalk of the hillside – such horse carved shapes are called “Leucippotomy”.Yum! Brands Inc created the logo near Rachel, Nevada, and claimed it’s the first ad that can be seen from space. If you recall, the same company had previously wanted to beam a laser ad up onto the moon for Pizza Hut, but had later scaled back to buying ad placement on the side of a Russian rocket.Crop circle art made in the shape of the iconic Firefox Logo near Portland, Oregon.Canadian artist Melanie Coles built a large image of the iconic “Waldo” onto a rooftop at an undisclosed location in Vancouver, British Columbia, Canada.This Coca-Cola logo in Google Maps was apparently created out of coke bottles just outside of Arica in Chile.Out of some sort of fear that they might forget who he was, the people of Mongolia have carved the likeness of Ghenghis Khan onto a hillside outside of Ulaanbaatar.Leonardo da Vinci’s Vitruvian Man – one of the world’s most recognizable illustrations – is rendered here in crop art in Germany.The Palm Islands are artificial islands in Dubai, United Arab Emirates on which major commercial and residential infrastructure will be constructed. They are being constructed by Nakheel Properties, a property developer in the United Arab Emirates, who hired Belgian and Dutch dredging and marine contractor Jan De Nul and Van Oord, some of the world’s specialists in land reclamation. The islands are the Palm Jumeirah, the Palm Jebel Ali and the Palm Deira.She’s got a massive syndicated show and a magazine called O, and she was dubbed the most powerful celebrity in the world by Forbes. Why shouldn’t Oprah get her own corn maze? An Arizona farmer created this 2004 tribute to the TV talk-show host.World’s Largest Fingerprint",mid,mid,high,mid,mid
Sanidhya-Gupta,"Most laptops today use lithium Ion (Li-ion) batteries. Overcharging Li-ion batteries is not a problem and does not affect the battery life span. These batteries can be charged 300 to 500 times, and they have an internal circuit to stop the charging process at full charge. The control system prevents overcharging, which can cause the lithium ion battery to overheat and potentially burn. This is why the Li-ion batteries are more expensive. The only way for the Li-ion battery to overcharge is if the charging system malfunctions, and then the battery will heat up while in the charger. If you don't plan to use your laptop for long period of time, you can extend the life of your lithium ion laptop battery by storing it with a 50 percent charge. A fully discharged battery left for a long period of time will lose its charging capacity. Fully charged batteries discharge when they are left unused, and will lose effectiveness. This is why it is recommended to discharge a Li-ion battery until it is almost out before shutting down. Running a Li-ion battery down completely will diminish capacity. Keep the battery in a cool place and do not store your computer for a long period of time while it is fully charged.Older laptops use Nickel-cadmium (Ni-Cd) and Nickel Metal Hydride (Ni-MH) batteries. They require more maintenance than Lithium Ion batteries. They must be fully discharged and then fully recharged so that they don't lose battery life. These batteries can be overcharged only if they go through too many cycles of charging and discharging, which reduces their effectiveness and capacity. It is better to charge all batteries fully before use; then use on battery power until the optimum level for each battery type is reached, before recharging.",mid,mid,high,mid,mid
Sanidhya-Gupta,"The Best notes are ones you make while learning something notes by FIITJEE/bansal are more like books than notes. here are some good tips to help you make better notesOrganize yourself prior to your class.  make sure to bring everything that you will need to be a good listener and an efficient note-taker. If course has an outline of the term keep it always with you throughout the year. This will help you to go ahead to see what the next topic or lesson is. Don’t forget ample paper, writing utensils and, if necessary, eyeglasses and/or hearing aids. Always have a backup pen or pencil, preferably two or three.Use highlighters. It is important to highlight important points for later revision. You don't need a full set of colors, two should be enough, one for main points and the other for sub points or interesting facts.Think about what you want to retain. Why are you taking the class? While it may be your first instinct to try and write down what you hear or see verbatim, you have to remember that you are taking notes, not writing a novel.Focus on recording information that is new to you. As tempting as it might be, taking notes about stuff you already know doesn't end up helping much in the end.Create a system of note-taking that allows you to write quickly and get down basic concepts, but which will also allow you to quickly find information in your notes later. Consider using an outline format, for example, or clearly separating your notes into different sections (or columns if you are using a steno pad or a computer). Consider learning or creating your own shorthand to help take notes a little faster.Highlight key words and phrases. Make the important things stand out. If the speaker emphasizes a certain concept, make sure to do the same in your notes.Utilize meaningful symbols. Symbols like arrows, dots, boxes, diagrams, charts, and other visual notes are often great ways to associate and remember key concepts.Write your notes for the future. When you are in the situation, recognize that you will have to return to the notes later and understand your notes. If you have time, review your notes as the speaker communicates familiar material. Otherwise, go back and review them immediately after the lecture, when the topics are fresh in your mind.And Best of luck :)",mid,mid,high,mid,mid
Sanidhya-Gupta,"Make things interesting. Logical arguments will not give you motivation to study. Thinking that if I study hard and get into a good university and get a good job, etc., will not interest you. Love what you do. Try to find the beauty of every subject, and most importantly try to link it with the events of your life and things that interest you.This linking may be conscious (i.e. performing chemical reactions, physical experiments or manual mathematics calculations in order to prove a formula) or unconscious (eg. You go to the park and look at the leaves. Then you think to yourself, Hmm, let me review the parts of the leaf we learned in bio class last week). Even though this might not sound the most ideal method for theoretical subjects such as English, use your creativity to make stuff up. For example try to write a story with all subjects starting with S, all objects starting with O, and no verbs containing V.Manage your time. Make a weekly schedule and devote a certain amount of time per day to studying. This will also improve your grades. That amount will vary depending on whether you're in high school or college, and also varies by field of study.Study in 20-50 minute chunks. It takes time for your brain to form new long-term memories, and you can't just keep studying flat out. Take 5-10 minute breaks minimum and do something physically active to get your blood flowing and make you more alert. Do a few jumping jacks, run around your house, play with the dog, whatever it takes. Do just enough to get yourself pumped, but not worn out.Make enough time in your schedule to get enough sleep. Think of it this way: If you sleep only 4-5 hours, you'll probably need to double your study time in order to be as effective as if you'd gotten 7-9 hours of sleep. Study more and sleep less? That doesn't sound like a very good deal. Get a good night's sleep every night and you'll be making the best of your study time. If you end up a little sleep deprived despite your best efforts, take a short nap (20 minutes) before studying. Then do some physical activity (like you would do during a break) right before you start.Work harder on your assignments, study for tests, take any extra credit opportunities, and be sure to hand everything in on time. Do this regardless of what a teacher says your chances are. Also, participate more in class.Find a good study spot. You should feel comfortable, but not so comfortable that you risk falling asleep--a bed isn't a very good study spot when you're tired! The place where you study should be relatively quiet (traffic outside your window and quiet library conversations are fine, but interrupting siblings and music blasting in the next room are not).As far as music is concerned, that's up to you. Some people prefer silence, others prefer music in the background. If you belong to the latter group, stick to instrumental music (music that has no words like classical, soundtrack, trance, baroque ) and that you're already familiar with (not something that's bound to distract you)--otherwise, your brain will ""multi-task"" and not be able to retain information as well.Having the television on while you study is generally a bad idea. It can distract you a lot and suck all of the things you've studied out by making you focused on the show that is on.Prioritize. You'll need time and dedication to get those scores up. Quit procrastinating and do the work.Talk to your professors/TA about your grade. Ask if there is anything missing, or anything else you can do to improve it.Obtain extra credit. This goes for regular assignments as well. If you must write at least eight sentenced paragraphs, try writing 9 or 10. If you can add color to an assignment, (this often goes for science assignments) do so! Some teachers will give you at least one point extra credit.Learn the most important facts first. Don't just read the material from beginning to end, stopping to memorize each new fact as you come to it. New information is acquired much more easily when you can relate it to material that you already know.sources - How to StudyHow to Improve Your Grades",mid,mid,high,mid,mid
Sanidhya-Gupta,"Dont listen to the rest of the people out there they are too dumb to care and always remember Here is what you should do if you want to crack JEECheck if you are eligible since the total number of attempts for IITJEE are limited here is the brochure for JEEmain this yearPage on jeemain.nic.inand JEEadvanced Page on iitk.ac.ini will quote what i found important a. DATE OF BIRTH General Candidates - Born or after October 01, 1989 Scheduled Caste (SC)/Scheduled Tribe (ST)/Persons with Disabilities (PwD) candidates  - Born or after October 01, 1984b. YEAR OF APPEARANCE IN QUALIFYING EXAMINATION (QE) – Only those candidates who have passed their Class 12 Exam or any equivalent qualifying examination in 2012 or 2013; or those who are appearing in their Class 12th Exam or any equivalent qualifying examination in 2014 are eligible to appear in JEE (Main) - 2014. Candidates who passed Class 12th/Qualifying examination in 2011 or before as well as those who will appear in such examination in 2015 or later are not eligible to appear in JEE (Main)- 2014. The candidates who appeared in class 12th/equivalent qualifying Examinations in 2011, did not pass in 2011, but passed in 2012 are also not eligible to appear in JEE (Main) 2014. c. NUMBER OF ATTEMPTS- The number of attempts which a candidate can avail at JEE (Main) shall be limited to 03 (three).Do read the JEEadvanced manual too(I didn't feel like reading it)Manage timeNow if you are eligible for JEE 2015 on these grounds you will now have to start making a game plan.Assuming you are currently doing a job or are studying in some other Engineering college, you will have to make a timetable which is very well defined till next JEEI would also suggest joining a Coaching center this will surely help and will give a good boostDon't listen to what the society has to sayAll you should care for is what you want and what you can achieve and not what the society thinks you can achieve.Strengthen your basic conceptsYou have an added advantage of experience over others all you need is a solid base ground to make it all work in your favorGive it your best shotDon't let the future you say ""I could have done better, if i had worked just a bit more harder"", you have got a chance make it countYou will not be let alone here in IIT since there are always elder people here too, I have a person in my batch who i think is atleast 24 years old (he has a lot of backlogs). And here is a mango for good luck :)",mid,mid,high,mid,mid
